,flight_date,flight_status,departure_airport,departure_timezone,departure_gate,departure_terminal,arrival_airport,arrival_timezone,arrival_terminal,arrival_gate,airline_name
0,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
1,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
2,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
3,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
4,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
5,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
6,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
7,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
8,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
9,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
10,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Vistara
11,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,United Airlines
12,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Air New Zealand
13,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Malaysia Airlines
14,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,SWISS
15,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,,,,,AirAsia
16,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,4,,AirAsia
17,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,1,,Scoot
18,2024-09-05,scheduled,Sunan International,Asia/Pyongyang,,,Beijing Capital International,Asia/Shanghai,2,,Air Koryo
19,2024-09-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,,2,Beijing Capital International,Asia/Shanghai,2,,Hainan Airlines
20,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hong Kong International,Asia/Hong_Kong,1,,Cathay Pacific
21,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H15,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
22,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Hangzhou,Asia/Shanghai,3,,Hainan Airlines
23,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shuangliu,Asia/Shanghai,2,,Air China LTD
24,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shenzhen,Asia/Shanghai,,,Air China LTD
25,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Changsha,Asia/Shanghai,2,,Hainan Airlines
26,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Lanzhou Zhongchuan Airport,,,,Air China LTD
27,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kunming,Asia/Shanghai,,,Air China LTD
28,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Xianyang,Asia/Shanghai,2,,Air China LTD
29,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Gimpo Airport,Asia/Seoul,I,,Korean Air
30,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Tianhe International,Asia/Shanghai,3,,Air China LTD
31,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Nanning,Asia/Shanghai,,,Air China LTD
32,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Guang Yuan,Asia/Shanghai,,,Air China LTD
33,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Dalian,Asia/Shanghai,,,Air China LTD
34,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Chongqing Jiangbei International,Asia/Shanghai,3,,Air China LTD
35,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Xiamen,Asia/Shanghai,4,,Air China LTD
36,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Hangzhou,Asia/Shanghai,4,,Air China LTD
37,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Sartu,Asia/Shanghai,,,Air China LTD
38,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Nanchang,Asia/Shanghai,,,Air China LTD
39,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hami,Asia/Shanghai,,,Air China LTD
40,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Karamay,Asia/Shanghai,,,Air China LTD
41,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Yun Cheng,Asia/Shanghai,,,Air China LTD
42,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shuangliu,Asia/Shanghai,2,,Sichuan Airlines
43,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H16,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
44,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shenzhen,Asia/Shanghai,,,Hainan Airlines
45,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guangzhou Baiyun International,Asia/Shanghai,1,,Shenzhen Airlines
46,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guiyang,Asia/Shanghai,,,Air China LTD
47,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Shanghai Hongqiao International,Asia/Shanghai,2,,Air China LTD
48,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Urumqi,Asia/Shanghai,2,,Air China LTD
49,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Xining,Asia/Shanghai,,,Air China LTD
50,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kansai International,Asia/Tokyo,1,,Air China LTD
51,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Xianyang,Asia/Shanghai,2,,Hainan Airlines
52,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,LOT - Polish Airlines
53,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,TAP Air Portugal
54,2024-09-05,scheduled,Trabzon,Europe/Istanbul,,,Sabiha Gokcen,Europe/Istanbul,,,AJet
55,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Lishe International Airport,Asia/Shanghai,,,Scoot
56,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Shenzhen,Asia/Shanghai,T3,,Shenzhen Airlines
57,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Ninoy Aquino International,Asia/Manila,3,,Singapore Airlines
58,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Phnom Penh International,Asia/Phnom_Penh,,,Singapore Airlines
59,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Soekarno-Hatta International,Asia/Jakarta,2,,AirAsia
60,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,1,B5,Scoot
61,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Sultan Abdul Aziz Shah,Asia/Kuala_Lumpur,,,Scoot
62,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Perth International,Australia/Perth,1,,Scoot
63,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,2,Soekarno-Hatta International,Asia/Jakarta,3,,TransNusa
64,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,2,D5,Singapore Airlines
65,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuching,Asia/Kuching,,,AirAsia
66,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur,,,AirAsia
67,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,2,2,Madras International (Meenambakkam),Asia/Kolkata,2,,IndiGo
68,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,9,2,Civil,Asia/Kolkata,,,Air India Express
69,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,2,,AirAsia
70,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,3,Soekarno-Hatta International,Asia/Jakarta,2,,Batik Air
71,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Penang International,Asia/Kuala_Lumpur,,,AirAsia
72,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,8,4,Juanda,Asia/Jakarta,2,,Jetstar Asia
73,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,4,Da Nang,Asia/Ho_Chi_Minh,2,,VietJet Air
74,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Frankfurt International Airport,Europe/Berlin,1,,Singapore Airlines
75,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Ngurah Rai International,Asia/Makassar,I,,Garuda Indonesia
76,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Melbourne - Tullamarine Airport,Australia/Melbourne,2,20,Singapore Airlines
77,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Haneda Airport,Asia/Tokyo,1,,Skymark Airlines
78,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Chitose,Asia/Tokyo,D,,Skymark Airlines
79,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India Express
80,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India
81,2024-09-05,scheduled,Sharjah,Asia/Dubai,28,,Cairo International Airport,Africa/Cairo,1,,FlyEgypt
82,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Baghdad International,Asia/Baghdad,,,Air Arabia
83,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Heydar Aliyev International (Bina International),Asia/Baku,,,Air Arabia
84,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Bandaranaike International,Asia/Colombo,,,Air Arabia
85,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Salalah,Asia/Muscat,,,Air Arabia
86,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,King Khaled International,Asia/Riyadh,1,,Air Arabia
87,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Mohammad Bin Abdulaziz,Asia/Riyadh,,,Air Arabia
88,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
89,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,SWISS
90,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
91,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Singapore Airlines
92,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Virgin Atlantic
93,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Qantas
94,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,KLM
95,2024-09-05,scheduled,Kumbhirgram,Asia/Kolkata,,,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
96,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,LOT - Polish Airlines
97,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
98,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Ethiopian Airlines
99,2024-09-05,scheduled,Netaji Subhas Chandra,Asia/Kolkata,,,Bhubaneswar,Asia/Kolkata,1,,IndiGo
100,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
101,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
102,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
103,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
104,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
105,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
106,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
107,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
108,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
109,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
110,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Vistara
111,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,United Airlines
112,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Air New Zealand
113,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Malaysia Airlines
114,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,SWISS
115,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,,,,,AirAsia
116,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,4,,AirAsia
117,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,1,,Scoot
118,2024-09-05,scheduled,Sunan International,Asia/Pyongyang,,,Beijing Capital International,Asia/Shanghai,2,,Air Koryo
119,2024-09-05,scheduled,Chengdu Tianfu International Airport,Asia/Chongqing,,2,Beijing Capital International,Asia/Shanghai,2,,Hainan Airlines
120,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hong Kong International,Asia/Hong_Kong,1,,Cathay Pacific
121,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H15,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
122,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Hangzhou,Asia/Shanghai,3,,Hainan Airlines
123,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shuangliu,Asia/Shanghai,2,,Air China LTD
124,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Shenzhen,Asia/Shanghai,,,Air China LTD
125,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Changsha,Asia/Shanghai,2,,Hainan Airlines
126,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Lanzhou Zhongchuan Airport,,,,Air China LTD
127,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kunming,Asia/Shanghai,,,Air China LTD
128,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Xianyang,Asia/Shanghai,2,,Air China LTD
129,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Gimpo Airport,Asia/Seoul,I,,Korean Air
130,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Tianhe International,Asia/Shanghai,3,,Air China LTD
131,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Nanning,Asia/Shanghai,,,Air China LTD
132,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Guang Yuan,Asia/Shanghai,,,Air China LTD
133,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Dalian,Asia/Shanghai,,,Air China LTD
134,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Chongqing Jiangbei International,Asia/Shanghai,3,,Air China LTD
135,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Xiamen,Asia/Shanghai,4,,Air China LTD
136,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Hangzhou,Asia/Shanghai,4,,Air China LTD
137,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Sartu,Asia/Shanghai,,,Air China LTD
138,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Nanchang,Asia/Shanghai,,,Air China LTD
139,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Hami,Asia/Shanghai,,,Air China LTD
140,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Karamay,Asia/Shanghai,,,Air China LTD
141,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Yun Cheng,Asia/Shanghai,,,Air China LTD
142,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shuangliu,Asia/Shanghai,2,,Sichuan Airlines
143,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,2H16,2,Shanghai Hongqiao International,Asia/Shanghai,2,,China Eastern Airlines
144,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Shenzhen,Asia/Shanghai,,,Hainan Airlines
145,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guangzhou Baiyun International,Asia/Shanghai,1,,Shenzhen Airlines
146,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Guiyang,Asia/Shanghai,,,Air China LTD
147,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,"J,K",3,Shanghai Hongqiao International,Asia/Shanghai,2,,Air China LTD
148,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Urumqi,Asia/Shanghai,2,,Air China LTD
149,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,G,2,Xining,Asia/Shanghai,,,Air China LTD
150,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,3,Kansai International,Asia/Tokyo,1,,Air China LTD
151,2024-09-05,scheduled,Beijing Capital International,Asia/Shanghai,,2,Xianyang,Asia/Shanghai,2,,Hainan Airlines
152,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,LOT - Polish Airlines
153,2024-09-05,scheduled,Barca,Europe/Bratislava,,,Frederic Chopin,Europe/Warsaw,,,TAP Air Portugal
154,2024-09-05,scheduled,Trabzon,Europe/Istanbul,,,Sabiha Gokcen,Europe/Istanbul,,,AJet
155,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Lishe International Airport,Asia/Shanghai,,,Scoot
156,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Shenzhen,Asia/Shanghai,T3,,Shenzhen Airlines
157,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Ninoy Aquino International,Asia/Manila,3,,Singapore Airlines
158,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,2,Phnom Penh International,Asia/Phnom_Penh,,,Singapore Airlines
159,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Soekarno-Hatta International,Asia/Jakarta,2,,AirAsia
160,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,1,B5,Scoot
161,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Sultan Abdul Aziz Shah,Asia/Kuala_Lumpur,,,Scoot
162,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,1,Perth International,Australia/Perth,1,,Scoot
163,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,2,Soekarno-Hatta International,Asia/Jakarta,3,,TransNusa
164,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,2,D5,Singapore Airlines
165,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuching,Asia/Kuching,,,AirAsia
166,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Sultan Azlan Shah Airport,Asia/Kuala_Lumpur,,,AirAsia
167,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,2,2,Madras International (Meenambakkam),Asia/Kolkata,2,,IndiGo
168,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,9,2,Civil,Asia/Kolkata,,,Air India Express
169,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,2,,AirAsia
170,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,1,3,Soekarno-Hatta International,Asia/Jakarta,2,,Batik Air
171,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,5,4,Penang International,Asia/Kuala_Lumpur,,,AirAsia
172,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,8,4,Juanda,Asia/Jakarta,2,,Jetstar Asia
173,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,4,Da Nang,Asia/Ho_Chi_Minh,2,,VietJet Air
174,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Frankfurt International Airport,Europe/Berlin,1,,Singapore Airlines
175,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Ngurah Rai International,Asia/Makassar,I,,Garuda Indonesia
176,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,,3,Melbourne - Tullamarine Airport,Australia/Melbourne,2,20,Singapore Airlines
177,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Haneda Airport,Asia/Tokyo,1,,Skymark Airlines
178,2024-09-05,scheduled,Kobe,Asia/Tokyo,,,Chitose,Asia/Tokyo,D,,Skymark Airlines
179,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India Express
180,2024-09-05,scheduled,Sharjah,Asia/Dubai,1B,,Kannur International Airport,Asia/Kolkata,,,Air India
181,2024-09-05,scheduled,Sharjah,Asia/Dubai,28,,Cairo International Airport,Africa/Cairo,1,,FlyEgypt
182,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Baghdad International,Asia/Baghdad,,,Air Arabia
183,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Heydar Aliyev International (Bina International),Asia/Baku,,,Air Arabia
184,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Bandaranaike International,Asia/Colombo,,,Air Arabia
185,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Salalah,Asia/Muscat,,,Air Arabia
186,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,King Khaled International,Asia/Riyadh,1,,Air Arabia
187,2024-09-05,scheduled,Sharjah,Asia/Dubai,,,Mohammad Bin Abdulaziz,Asia/Riyadh,,,Air Arabia
188,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
189,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,SWISS
190,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
191,2024-09-05,scheduled,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,,2,Netaji Subhas Chandra,Asia/Kolkata,2,,Singapore Airlines
192,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Virgin Atlantic
193,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,Qantas
194,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,D2,1D,Netaji Subhas Chandra,Asia/Kolkata,2,,KLM
195,2024-09-05,scheduled,Kumbhirgram,Asia/Kolkata,,,Netaji Subhas Chandra,Asia/Kolkata,2,,Air India
196,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,LOT - Polish Airlines
197,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Lufthansa
198,2024-09-05,scheduled,Indira Gandhi International,Asia/Kolkata,28A,3,Netaji Subhas Chandra,Asia/Kolkata,2,,Ethiopian Airlines
199,2024-09-05,scheduled,Netaji Subhas Chandra,Asia/Kolkata,,,Bhubaneswar,Asia/Kolkata,1,,IndiGo
200,2024-09-05,scheduled,Shenzhen,Asia/Shanghai,,T3,Penang International,Asia/Kuala_Lumpur,,,Air China LTD
201,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Virgin Australia
202,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Vistara
203,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,United Airlines
204,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air New Zealand
205,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Malaysia Airlines
206,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air France
207,2024-09-05,scheduled,Singapore Changi,Asia/Singapore,F52,2,Penang International,Asia/Kuala_Lumpur,,,Air Canada
208,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Singapore Airlines
209,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Virgin Australia
210,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Vistara
211,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,United Airlines
212,2024-09-05,scheduled,Penang International,Asia/Kuala_Lumpur,,,Singapore Changi,Asia/Singapore,,,Air New Zealand
